targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
225,219,187;193;185;184;183;182;212;223;216;218;201;206;197;203;253,964339;1101898;1305058;1506270;1550557;1551099;1777087;19111620,
